,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,UNH,UNH,UNH,UNH,UNH,UNH,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 00:00:00-05:00,317.3500061035156,322.0,315.19000244140625,321.45001220703125,321.45001220703125,7981000,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,164.37637329101562,95056600,465.8500061035156,477.30999755859375,465.6099853515625,475.8699951171875,469.8526916503906,3918300,294.30999755859375,299.1400146484375,293.0,298.7900085449219,296.62835693359375,34627500,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,290.1433410644531,99006900,162.8699951171875,165.17999267578125,162.3800048828125,164.57000732421875,161.38621520996094,9373500,133.0500030517578,135.75149536132812,132.59249877929688,135.0570068359375,135.0570068359375,38864000,152.4250030517578,154.4499969482422,150.85000610351562,153.56300354003906,153.56300354003906,57684000
2022-03-01 00:00:00-05:00,320.260009765625,321.20001220703125,313.5899963378906,316.8399963378906,316.8399963378906,6441400,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,162.4650115966797,83474400,470.8900146484375,476.9599914550781,467.7300109863281,476.25,470.2279052734375,2917600,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,292.8161315917969,31217800,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,288.1233215332031,74766900,163.0399932861328,164.75,162.41000366210938,164.0,160.82723999023438,8737800,134.8784942626953,136.2554931640625,133.218505859375,134.06149291992188,134.06149291992188,26496000,152.7324981689453,154.0989990234375,149.9770050048828,151.14199829101562,151.14199829101562,44874000
2022-03-02 00:00:00-05:00,319.4800109863281,325.75,318.1199951171875,323.6400146484375,323.6400146484375,4506100,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.8098907470703,79724800,478.19000244140625,487.1700134277344,477.8900146484375,485.3800048828125,479.24249267578125,3675900,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,298.0182189941406,31873000,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,293.2966613769531,74643300,164.41000366210938,167.6300048828125,164.0399932861328,166.0399932861328,162.82777404785156,6793300,134.6280059814453,135.2624969482422,133.07150268554688,134.57150268554688,134.57150268554688,23520000,150.8489990234375,152.99949645996094,148.75,152.05250549316406,152.05250549316406,47334000
2022-03-03 00:00:00-05:00,326.6300048828125,329.4700012207031,323.8900146484375,327.739990234375,327.739990234375,4594300,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,165.4813690185547,76678400,486.0,491.3800048828125,482.2200012207031,486.5899963378906,480.4371643066406,3139400,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,293.7791442871094,27314500,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,279.7633361816406,61623600,166.6999969482422,169.33999633789062,166.32000732421875,168.47999572753906,165.22055053710938,7333700,136.00999450683594,136.4394989013672,133.02549743652344,133.89950561523438,133.89950561523438,24604000,153.531494140625,153.9290008544922,146.8560028076172,147.89849853515625,147.89849853515625,65198000
2022-03-04 00:00:00-05:00,322.6600036621094,325.6099853515625,320.1199951171875,325.3399963378906,325.3399963378906,4901900,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,162.43515014648438,83737200,480.69000244140625,499.6600036621094,477.489990234375,498.6499938964844,492.3446350097656,4170100,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,287.762939453125,32356500,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,279.42999267578125,66999600,167.63999938964844,169.86000061035156,166.85000610351562,169.47999572753906,166.20120239257812,6302500,132.92750549316406,133.85150146484375,130.33749389648438,131.906494140625,131.906494140625,30430000,147.15899658203125,147.85000610351562,143.8070068359375,145.64100646972656,145.64100646972656,60934000
2022-03-07 00:00:00-05:00,325.67999267578125,326.44000244140625,320.3500061035156,322.7200012207031,322.7200012207031,5875800,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,158.5825958251953,96418800,500.0,500.0,483.0199890136719,486.8699951171875,480.713623046875,4123300,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,276.8921813964844,43157200,285.4333190917969,288.71331787109375,268.19000244140625,268.1933288574219,268.1933288574219,72494100,168.3000030517578,173.1199951171875,167.36000061035156,172.2100067138672,168.87840270996094,11663400,131.48800659179688,131.73500061035156,126.29499816894531,126.37850189208984,126.37850189208984,45112000,145.44349670410156,146.09449768066406,137.41650390625,137.4530029296875,137.4530029296875,86934000
2022-03-08 00:00:00-05:00,325.29998779296875,327.2900085449219,318.0299987792969,318.5199890136719,318.5199890136719,7905000,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.73095703125,131148300,478.79998779296875,484.489990234375,471.5199890136719,473.4599914550781,467.4731750488281,3849500,277.79998779296875,283.9599914550781,270.0,275.8500061035156,273.85430908203125,48159500,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,274.79998779296875,80399100,172.0399932861328,173.1199951171875,168.50999450683594,168.72000122070312,165.45591735839844,11100300,126.25,131.25,125.67449951171875,127.10449981689453,127.10449981689453,40428000,136.68350219726562,140.69949340820312,133.57249450683594,136.01449584960938,136.01449584960938,91662000
2022-03-09 00:00:00-05:00,326.5899963378906,327.4700012207031,322.5799865722656,325.3999938964844,325.3999938964844,5874500,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,162.2161407470703,91454900,482.5799865722656,487.7200012207031,473.5899963378906,485.57000732421875,479.4300842285156,3115500,283.44000244140625,289.6000061035156,280.7799987792969,288.5,286.4128112792969,35204500,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,286.3233337402344,59184000,170.00999450683594,170.22999572753906,167.88999938964844,169.36000061035156,166.08352661132812,7248200,131.25,133.73550415039062,129.90049743652344,133.4199981689453,133.4199981689453,37026000,139.5,140.25,136.8280029296875,139.2790069580078,139.2790069580078,82656000
2022-03-10 00:00:00-05:00,322.489990234375,325.70001220703125,321.5799865722656,325.29998779296875,325.29998779296875,3843600,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.8061065673828,105342000,479.3299865722656,493.7099914550781,477.8299865722656,491.44000244140625,485.2258605957031,2834800,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,283.5238342285156,30628000,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,279.4333190917969,58648500,168.55999755859375,170.14999389648438,168.0800018310547,169.66000366210938,166.37774658203125,6171400,131.26600646972656,133.27200317382812,130.91250610351562,132.42950439453125,132.42950439453125,27102000,145.68499755859375,148.67449951171875,143.97799682617188,146.8175048828125,146.8175048828125,135062000
2022-03-11 00:00:00-05:00,326.5299987792969,331.489990234375,326.2300109863281,326.6000061035156,326.6000061035156,5135700,158.92999267578125,159.27999877929688,154.5,154.72999572753906,154.0331573486328,96970100,487.8299865722656,493.79998779296875,482.510009765625,482.8699951171875,478.175048828125,2615000,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,278.0437927246094,27209300,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,265.1166687011719,67037100,169.1300048828125,171.4600067138672,169.02000427246094,169.35000610351562,166.07373046875,5188000,133.48849487304688,133.79550170898438,129.63150024414062,129.87049865722656,129.87049865722656,31526000,149.57449340820312,149.6750030517578,145.36900329589844,145.52450561523438,145.52450561523438,68900000
2022-03-14 00:00:00-04:00,328.6499938964844,333.4800109863281,327.6499938964844,329.9800109863281,329.9800109863281,5967200,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.94166564941406,108732100,490.3999938964844,495.5899963378906,485.2799987792969,487.9200134277344,483.1759948730469,2704100,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,274.4400634765625,30660700,260.2033386230469,266.8999938964844,252.01333618164062,255.4566650390625,255.4566650390625,71152200,170.67999267578125,174.1199951171875,170.35000610351562,171.69000244140625,168.36846923828125,7729500,130.25,130.40899658203125,125.2750015258789,125.95099639892578,125.95099639892578,38812000,145.9810028076172,147.4499969482422,140.88400268554688,141.85299682617188,141.85299682617188,74086000
2022-03-15 00:00:00-04:00,332.70001220703125,334.5799865722656,329.3800048828125,332.54998779296875,332.54998779296875,6928300,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,154.3915252685547,92964300,490.0,499.94000244140625,487.30999755859375,497.9100036621094,493.06884765625,3043000,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,285.07257080078125,34245100,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,267.2966613769531,66841200,173.3300018310547,176.52000427246094,172.5500030517578,176.13999938964844,172.73236083984375,10554400,126.97599792480469,129.85450744628906,125.72049713134766,129.197998046875,129.197998046875,30920000,142.85000610351562,147.98500061035156,142.0,147.3665008544922,147.3665008544922,75584000
2022-03-16 00:00:00-04:00,335.1099853515625,337.3399963378906,331.7099914550781,336.1099853515625,336.1099853515625,5925800,157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.8712615966797,102300200,499.8299865722656,505.5,490.010009765625,498.260009765625,493.4154357910156,3497100,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,292.2602233886719,37826300,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,280.07666015625,84028800,175.4600067138672,176.9499969482422,172.55999755859375,174.52000427246094,171.14370727539062,9603300,130.73300170898438,133.33299255371094,128.7344970703125,133.28050231933594,133.28050231933594,35576000,148.5,153.14999389648438,147.35350036621094,153.10400390625,153.10400390625,84958000
2022-03-17 00:00:00-04:00,337.0,345.1300048828125,336.20001220703125,344.9700012207031,344.9700012207031,7219800,158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.89663696289062,75615400,496.0,507.1199951171875,495.17999267578125,507.0199890136719,502.0902099609375,2357200,293.2900085449219,295.6099853515625,289.3699951171875,295.2200012207031,293.08416748046875,30816600,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,290.5333251953125,66582900,175.2100067138672,176.83999633789062,174.1999969482422,176.8000030517578,173.3795928955078,7472100,133.1490020751953,134.08050537109375,132.18499755859375,133.83900451660156,133.83900451660156,28264000,152.6405029296875,157.49850463867188,152.13999938964844,157.23899841308594,157.23899841308594,72934000
2022-03-18 00:00:00-04:00,344.1199951171875,346.8699951171875,339.2699890136719,342.4100036621094,342.4100036621094,8881500,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,163.24148559570312,123511700,508.739990234375,510.67999267578125,501.55999755859375,506.1199951171875,501.1990051269531,5065600,295.3699951171875,301.0,292.7300109863281,300.42999267578125,298.2565002441406,43390600,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,301.7966613769531,100414200,177.0,177.0,173.66000366210938,174.83999633789062,171.45751953125,13809500,133.42449951171875,136.24400329589844,132.2584991455078,136.12550354003906,136.12550354003906,44566000,156.81300354003906,161.593994140625,156.01100158691406,161.25050354003906,161.25050354003906,102962000
2022-03-21 00:00:00-04:00,344.989990234375,351.2099914550781,344.29998779296875,349.6600036621094,349.6600036621094,6298300,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,164.6352081298828,95811400,505.010009765625,513.0,504.3599853515625,507.6600036621094,502.7240295410156,2617700,298.8900146484375,300.1400146484375,294.8999938964844,299.1600036621094,296.9956970214844,28351200,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,307.0533447265625,81981600,174.66000366210938,177.16000366210938,174.32000732421875,175.8300018310547,172.42835998535156,7574900,136.1634979248047,137.0500030517578,134.09249877929688,136.10150146484375,136.10150146484375,26832000,161.12100219726562,163.08399963378906,159.55299377441406,161.4915008544922,161.4915008544922,66538000
2022-03-22 00:00:00-04:00,351.010009765625,354.95001220703125,348.8999938964844,349.92999267578125,349.92999267578125,5772700,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,168.05970764160156,81532000,509.2699890136719,511.8500061035156,504.8399963378906,505.32000732421875,500.40679931640625,2752500,299.79998779296875,305.0,298.7699890136719,304.05999755859375,301.8602294921875,27599700,310.0,332.6199951171875,307.25,331.32666015625,331.32666015625,105868500,175.8300018310547,176.3699951171875,173.91000366210938,175.0,171.6144256591797,8442100,136.10150146484375,141.0500030517578,136.10150146484375,139.8679962158203,139.8679962158203,35496000,161.8054962158203,166.16700744628906,161.69900512695312,164.88900756835938,164.88900756835938,64086000
2022-03-23 00:00:00-04:00,349.1300048828125,350.7900085449219,346.25,348.1600036621094,348.1600036621094,5642400,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,169.44345092773438,98062700,502.2699890136719,507.05999755859375,501.3299865722656,503.2300109863281,498.33709716796875,2753200,300.510009765625,303.2300109863281,297.7200012207031,299.489990234375,297.3232727050781,25715400,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,333.03668212890625,120676200,175.22999572753906,175.5399932861328,174.08999633789062,174.33999633789062,170.96719360351562,5254200,138.70249938964844,139.5885009765625,137.8350067138672,138.27549743652344,138.27549743652344,25154000,163.7050018310547,166.3699951171875,162.68699645996094,163.4080047607422,163.4080047607422,55812000
2022-03-24 00:00:00-04:00,351.5,352.57000732421875,349.1300048828125,352.3699951171875,352.3699951171875,3946300,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,173.28607177734375,90131400,505.0,515.780029296875,503.8599853515625,513.4600219726562,508.4676818847656,2789200,299.1400146484375,304.20001220703125,298.32000732421875,304.1000061035156,301.89996337890625,24484500,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,337.97332763671875,68920800,175.0,175.5399932861328,174.07000732421875,175.24000549316406,171.84979248046875,5012300,139.1999969482422,141.61900329589844,137.75050354003906,141.57200622558594,141.57200622558594,26396000,163.74949645996094,164.11849975585938,160.0500030517578,163.64950561523438,163.64950561523438,56798000
2022-03-25 00:00:00-04:00,353.8999938964844,359.010009765625,353.6000061035156,358.760009765625,358.760009765625,4583000,173.8800048828125,175.27999877929688,172.75,174.72000122070312,173.93313598632812,80546200,514.1900024414062,516.530029296875,509.239990234375,513.030029296875,508.0418395996094,2551100,305.2300109863281,305.5,299.2900085449219,303.67999267578125,301.48297119140625,22566500,336.0,340.6000061035156,332.44000244140625,336.8800048828125,336.8800048828125,62031600,175.69000244140625,177.6999969482422,175.22000122070312,176.9199981689453,173.49728393554688,4809500,141.91600036621094,142.03500366210938,139.7375030517578,141.67300415039062,141.67300415039062,24126000,164.0,165.36849975585938,162.25,164.77349853515625,164.77349853515625,49032000
2022-03-28 00:00:00-04:00,360.5899963378906,361.3800048828125,355.5299987792969,359.57000732421875,359.57000732421875,4172900,172.1699981689453,175.72999572753906,172.0,175.60000610351562,174.80918884277344,90371900,514.3200073242188,517.1400146484375,508.80999755859375,513.2000122070312,508.2101745605469,2643000,304.3299865722656,310.79998779296875,304.3299865722656,310.70001220703125,308.45220947265625,29578200,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,363.9466552734375,102506100,176.64999389648438,178.17999267578125,176.35000610351562,177.8300018310547,174.38967895507812,5604200,140.90049743652344,142.00250244140625,139.81149291992188,141.45550537109375,141.45550537109375,35050000,164.97500610351562,169.03750610351562,164.89999389648438,168.99049377441406,168.99049377441406,59854000
2022-03-29 00:00:00-04:00,361.3900146484375,362.1000061035156,352.54998779296875,355.1199951171875,355.1199951171875,5004800,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,178.15403747558594,100589400,517.0999755859375,519.5900268554688,507.29998779296875,510.7300109863281,505.7641906738281,3478400,313.9100036621094,315.82000732421875,309.04998779296875,315.4100036621094,313.12811279296875,30393400,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,366.5233459472656,73614900,178.6199951171875,179.39999389648438,176.8000030517578,177.74000549316406,174.30142211914062,5933400,142.6475067138672,143.7935028076172,142.0384979248047,142.5054931640625,142.5054931640625,34318000,170.38400268554688,170.8314971923828,167.86849975585938,169.31500244140625,169.31500244140625,66154000
